text_id	text	task_1	task_2	task_3
hasoc_en_750	Dear @ICC     #ICCWorldCup2019 at a glance:    Insufficient facilities in hotels for teams (Gym &amp; pools)    Insufficient practice nets, practice pitches    Tiring intercity traveling by bus    No contingency planning for rain affected matches    #ICCWorldCup  #ICCCricketWorldCup  #ShameOnICC	NOT	NONE	NONE
hasoc_en_751	Piers Morgan is a total weapon and THE most unlikable human.     #SoccerAid #SoccerAid2019 #soccer #PiersMorgan #dickhead	NOT	NONE	NONE
hasoc_en_752	#TheBachelorette    Ok  #LukeP  Needs to go...    Please   Oh  Please     Luke gives   #DoucheBag   A whole new meaning! https://t.co/rCaLnCuxPe	NOT	NONE	NONE
hasoc_en_753	Remember a couple months ago when #Trump 'jokingly' fired @PressSec #SarahHuckabeeSanders for being 'too popular?'    Funny thing about being popular - it doesn't have to equate with being liked.    #TrumpIsATraitor  #TrumpLiesMatter   #ImpeachTrumpNow	NOT	NONE	NONE
hasoc_en_754	#PAKvINDCall themselves the most developed country in the world.  Call Cricket as the national sport of the country.  Yet can't cover the grounds during rains in the biggest cricket tournament in the world!  What a great choice for #CWC19 venue, London! @ICC      #ShameOnICC	NOT	NONE	NONE
hasoc_en_755	@Tejasvi_Surya  @DVSBJP,@BSYBJP,@nsitharaman  Nirmala Madam Please check this video and take action tomorrow we all do sucide infront of CID office.If you dont promise our money back.  #TGSFraud   #DreamZGKFrsud  #realestatelife #IMAFraud    https://t.co/s6atNYsedd	NOT	NONE	NONE
hasoc_en_756	ICC should not be conducting a premium cricket tournament in such wet weather conditions in England and also the lack of reserve days and now the Indo-Pak clash is also in doubt due to the weather  #ShameOnICC	NOT	NONE	NONE
hasoc_en_757	In honer of Trumps birthday I will NOT be posting any political posts (after THIS one) all weekend. For me it's a total blackout of Trump all weekend. #trumpboycott #fucktrump #impeachtrump #impeach45 #boycotttrump  #happybirthday  #TrumpFreeDay https://t.co/VwIpEcGvPJ	NOT	NONE	NONE
hasoc_en_758	Right #dickhead, free seats one over, feel free to move #personalspace	NOT	NONE	NONE
hasoc_en_759	.@derekobrienmp   Quizmaster... A quiz for you.  Ask your moronic boss to solve n behave  @PMOIndia  @timesofindia  #DoctorsFightBack   #Kolkata  @AITCofficial  #India https://t.co/bP6f9lSNy8	HOF	PRFN	TIN
hasoc_en_760	@realDonaldTrump You are causing Market volatility.  The market will be falling before the 2020 election thanks to you. You have set American back!  Wish Obama was still President. #ImpeachTrumpNow #TrumpIsATraitor #Resist #TrumpResignNow https://t.co/I4tv7TUEkC	NOT	NONE	NONE
hasoc_en_761	@nebhuskergma @mapgirl61 @SandyM418 @BostonGlobe Isn’t she his handler? Asking for a friend. #TrumpIsATraitor #PutinPuppet #PutinsGOP	NOT	NONE	NONE
hasoc_en_762	@gps22487 @myogiadityanath This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp	NOT	NONE	NONE
hasoc_en_763	Fresh Fact: The people who follow #ExCon #OJSimpson are the exact same people who think #HateHoaxCrime  #JussieSmollett and puddin-pop #Rapist #BillCosby are innocent. - So many lives have been hurt/destroyed by these men.	NOT	NONE	NONE
hasoc_en_764	Icc members while planning.#ShameOnICC https://t.co/yNJZBNQhtk	NOT	NONE	NONE
hasoc_en_765	I looked so good last summer lol #fucktrump https://t.co/pplzrAFERY	NOT	NONE	NONE
hasoc_en_766	CHRIST on a cracker #Resist #Resistance #TheResistance #DitchMitch #DitchMitch2020 #VoteBlue2020 #VoteThemOut #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #FuckTrump   The Trump White House defense of Kellyanne Conway's Hatch Act violations is fooling no one https://t.co/wbo1MuTKls	NOT	NONE	NONE
hasoc_en_767	RT if u ever said this.    #TerroristNationPakistan https://t.co/cUy7fOcUvd	NOT	NONE	NONE
hasoc_en_768	#DoctorsFightBack Prime years of a doc are drowned in books &amp; wards to be able to help others. Security &amp; dignity for them is a basic duty of the state. Worked in JJ hosp for years...even worst of criminals had convention of no violence in hospital, let alone attacking doctors.	NOT	NONE	NONE
hasoc_en_769	#DoctorsFightBack vs #LeecheeFightBack how many competent Doctors Intelligent General Class (NonResereved) in Bihar to save babies!	NOT	NONE	NONE
hasoc_en_770	@KP24 1.There is no proper facility of Gym in Hotel for Team India.  2. Players force to Traveling by bus instead of Train.  3. Not proper Security for Team India.    @ICC @BCCI     #ShameOnICC	NOT	NONE	NONE
hasoc_en_771	I can see why Republicans have turned for The President. This is it. He has compromised their integrity with dirt on THEM. He has associated them directly by saying Members of Congress take info from foreign countries too. #FuckTrump #ProudAmerican #PutinsPresident	NOT	NONE	NONE
hasoc_en_772	@uncle04jim1 @MAGAIT My apologies I must be getting too caught up in this and wasn’t paying attention!  #fucktrump #BlueWave2020	NOT	NONE	NONE
hasoc_en_773	Rationalizing #treason    #IdiotOrange™ #TrumpIsaTraitor #IMPEACH45    https://t.co/HCqoxdTzvv  https://t.co/YmHIVE86R8  https://t.co/QTsVuBHVgY  https://t.co/GXlNPdFHNO    @realDonaldTrump @VP @PressSec @SenateMajLdr @SenJeffMerkley @ChuckSchumer @SpeakerPelosi https://t.co/cusdGaUIru	NOT	NONE	NONE
hasoc_en_774	Here comes the #hotstepper #MURDERER 😂😂 https://t.co/sETR8yI6G3	NOT	NONE	NONE
hasoc_en_775	#kolkata: Junior doctors of NRS Medical and Hospital continue their strike for the fifth day over violence against #doctors. #WestBengal #DoctorsFightBack https://t.co/x0ZFtWOICV	NOT	NONE	NONE
hasoc_en_776	@realDonaldTrump intends to hijack the 4th of July celebration in DC to turn it into a celebration of himself. We can't stop him from doing that, but there's no reason to support it either. Stay home. Celebrate the 4th with your family, friends, and neighbors. #FuckTrump	NOT	NONE	NONE
hasoc_en_777	@ARYNEWSOFFICIAL #PaisaWapisKarChor #ThugsOfPakistan #Feudal  #Murderer #MrTenPercent 😂🤣😝 Ok ans who does sirr e palace belong to? Who helped u murder ur wife? Where did u hide bibi’s will?! 😋🤔 She knew u well, that’s y she kept u in jail too 😂😂🤣🤣 @BBhuttoZardari @BakhtawarBZ @AseefaBZ https://t.co/r6vg0engHn	NOT	NONE	NONE
hasoc_en_778	#MSDhoni an honorary Lt Col  He's belongs to 106 Infantry Battalion TA Para.  He's completed his 1st para jump from 15k feet  By wearing the #BalidaanBadge over his gloves #MSDhoni has shown his love &amp; respect for the forces.!!    This is about our #NationalPride  #DhoniKeepsTheGlove https://t.co/2qgkoXoHLU	NOT	NONE	NONE
hasoc_en_779	#DhoniKeepsTheGlove  Hey #ICC forget gloves, otherwise you forget 80%....	NOT	NONE	NONE
hasoc_en_780	#ToryLeadershipContest you back Boris then you just want a job in the cabinet!   #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_781	Trump &amp; his campaign knew the Russians were working to get him elected, welcomed that help, planned their messaging around the Russian release via Wikileaks, of emails stolen from the DNC by the Russians. And, he now says if he had it to do all over again, he would.  #FuckTrump	NOT	NONE	NONE
hasoc_en_782	@ICC can keenly look into wht is on @msdhoni gloves but cannot properly plan a tournament vch comes once in 4yrs #CWC19 #RainStopsMatch #ShameOnICC	NOT	NONE	NONE
hasoc_en_783	Tell someone who gives a shit. #Murderer https://t.co/j6wJIIuCTC	NOT	NONE	NONE
hasoc_en_784	Trump Administration to Hold Migrant Children at Base That Served as WWII Japanese Internment Camp.  #trump #BorderCrisis #migration #Immigration     Repeating history huh? Are the #Jews next?   #ImpeachTrump #FakePresident #FakePOTUS #fucktrump	NOT	NONE	NONE
hasoc_en_785	@marinashutup The kids should go to prison with their traffickers. #FuckTrump #FuckDrumpf #EndChildTraffickerSeparation #Russia	NOT	NONE	NONE
hasoc_en_786	I stand by the Doctors who are fighting for their respect &amp; dignity. They save our lives &amp; are like soldiers on ground. I strongly condemn attack on them by the goons in politics. #doctors_against_assualt #DoctorsFightBack #DidiVsDoctors	NOT	NONE	NONE
hasoc_en_787	#Sociopath - a person with a personality disorder manifesting itself in extreme antisocial attitudes and behavior and a lack of conscience.     #Murderer - a person who commits murder; a killer.    #Psycho - 👇🏼 https://t.co/bBLcB8TLTa	NOT	NONE	NONE
hasoc_en_788	#ShameOnICC..  Rain cup... Give the cup to England.. The decision was made.	NOT	NONE	NONE
hasoc_en_789	#DictatorTrump   #DefeatGOPin2020 #DitchMitch  #ImpeachmentInquiryNow #ImpeachmentHearingsNow  #TraitorTrump #TreasonousTraitorTrump  #TrumpisaTraitor  #TreasonousTrump #treason   Every Member of Team Trump Is Now Enabling Treason https://t.co/Wc6M9X0HzV via @thedailybeast	NOT	NONE	NONE
hasoc_en_790	The Murderer. Some concept i'm doing for a short comic.    Hope you like It! 😊    #murderer #sketch #conceptart #concept #comic #comicbookartist #comicartist #franplobato #ipadpro #procreate @procreate https://t.co/7C09F3Y5WD	NOT	NONE	NONE
hasoc_en_791	@The_RealOJ32 thank God you are on Twitter finally! I can not wait to hear all the interesting things you have say, he said with the most sarcastic voice possible. #FuckOJ #murderer #OJSimpson #jailbirds	NOT	NONE	NONE
hasoc_en_792	@UxbEconomist07 @GuidoFawkes @BorisJohnson @Conservatives Remain know he’s bad, he couldn’t win an election, he’s atrocious. Remain Tories trying to hang on to their dwindling influence. #borisorbust #BorisJohnsonShouldNotBePM #borisjohnson #boris	HOF	OFFN	TIN
hasoc_en_793	@realDonaldTrump So ironic that you of all people still don’t seem to understand what constitutes treason. #TrumpTreason #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_794	This West Bengal state election is last hope for Bengal or else it's will be another Kashmir for India soon.  #WestBengal #Kolkata #DoctorsFightBack #MamtaBanerjee #communists https://t.co/W2v8fzsQf0	NOT	NONE	NONE
hasoc_en_795	Does it have t be said... the president can’t call intelligence reports he doesn’t like “fake news”, and then turn around and expect US to believe intelligence reports that Iran attacked oil ships? ##NoWarWithIran #TrumpIsATraitor #trump	NOT	NONE	NONE
hasoc_en_796	@spectatorindex Please boycott Huawei #boycotthuawei #boycottchina #UyghurGenocide	NOT	NONE	NONE
hasoc_en_797	@RepSwalwell @realDonaldTrump Drunk again eh Eric? #douchebag	NOT	NONE	NONE
hasoc_en_798	@SenTedCruz @NASA Are the Concentration Camps Hidden too? Funny How you support Israel but wont denounce whats happening in Tornillo Texas? Guess you dont know whats happening in your own State. #TrumpIsATraitor #ConcentrationCamps #TraitorTrump #TrumpConcentrationCamps #TrumpCrimeFamily	NOT	NONE	NONE
hasoc_en_799	@RoArquette I feel the same way - if you support this corruption and cruelty F off forever! #FuckTrump	HOF	PRFN	TIN
hasoc_en_800	@ThabangNtshela You referring to the #rapist #nicholasninow the #drostrapist	NOT	NONE	NONE
hasoc_en_801	#ToryLeadershipDebate Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris    When will Bullshit Boris be allowed to open his mouth and derail his campaign?	HOF	PRFN	TIN
hasoc_en_802	@Julio_Rosas11 @JoeBiden How about instead of waiting for another year or two,  your top secret biologist get together with people and do it now. Or is it that you are going to reward them and their suffering loved ones after they vote for you? #Douchebag !!!	NOT	NONE	NONE
hasoc_en_803	Religious’ practices on the cricket ground is absolutely fine but how dare you wear the honour badge Lt.Col Dhoni! How dare you?    Hypocrisy is in trend these days. Isn’t it?  @ICC   Anyway #KeepTheGolves Dhoni,we loved them.Your country &amp;   @BCCI stands with you  #DhoniKeepsTheGlove https://t.co/zJ3MszMapg	NOT	NONE	NONE
hasoc_en_804	@AndrewYang Nope.  He broke the law and must suffer the consequences of his choices.    Don't do the crime if you can't do the time!    #TrumpCrimeFamily   #TrumpIsATraitor   #ImpeachTrumpNow   #BenedictDonald	NOT	NONE	NONE
hasoc_en_805	#DhoniKeepsTheGlove @ICC @BCCI after wrong decision for dhoni s gloves now,me n,my friends boycott  @cricketworldcup and all cricjeting events now,we leave watchin cricket	NOT	NONE	NONE
hasoc_en_806	@MSNBC Sanders knew she was lying and admitted it under sworn testimony #TrumpCrimeFamily #TrumpIsATraitor #TrumpLiesEveryTimeHeSpeaks #45IsAcriminal	NOT	NONE	NONE
hasoc_en_807	Oye!!!, Islamic Cricket Council aka @ICC ban this thing too (watch video).    Also stop eating lays chips all the time, do some constructive work.    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #dhonigloves #ICCWorldCup #ICCVersusIndia https://t.co/bxupyMATyH	NOT	NONE	NONE
hasoc_en_808	@CNNnews18 @ImranKhanPTI @narendramodi @maryashakil @AmitShah @ImranKhanPTI If possible pls take @MehboobaMufti to pakistan. She could be a great leader for ur #TomatoNation.   #TerroristNationPakistan	NOT	NONE	NONE
hasoc_en_809	Democrats to Scrutinize Ex-Lobbyist’s Role in Trump’s Arms Sales to Gulf Nations #Resist #ResistTrump #FuckTrump https://t.co/Md6xsF1aC0	NOT	NONE	NONE
hasoc_en_810	@MargieMargie72 @WinstonWolfLV Because rockies manager is #douchebag	NOT	NONE	NONE
hasoc_en_811	Employees turn their back on Agriculture secretary over being relocated to Kansas City #Resist #ResistTrump #FuckTrump https://t.co/aP859lYCSm	NOT	NONE	NONE
hasoc_en_812	Analysis: Fox News crosses the line on Biden #Resist #ResistTrump #FuckTrump https://t.co/3M7rGYwH4b	NOT	NONE	NONE
hasoc_en_813	@PoddarVaishali @aajtak Haha , cling themselves working on mission #congressmuktbharat	NOT	NONE	NONE
hasoc_en_814	Vegan food is not always necessarily more healthy. Vegan #Packaged food is MORE #DEADLY  than meat!  Do NOT be such a bandwagon jumping, gullible, #DickHead! 🐑  #ImpossibleBurger is NOT #healthy! #Processed is processed, #vegan or not!  Make your own #food!  #Alkaline #FreshFood https://t.co/fUabaWrdua	NOT	NONE	NONE
hasoc_en_815	The Trump Administration Wants to Make It Harder for Transgender People to Access Homeless Shelters #Resist #ResistTrump #FuckTrump https://t.co/PDSkPcM2Hx	NOT	NONE	NONE
hasoc_en_816	@KP24 I thought... If rain comes again then England will select Swimming first 😂😂😂  Thanks to God no rain today in England..  #ShameOnICC   #ENGvWI	NOT	NONE	NONE
hasoc_en_817	WaPo: NRA paid thousands to board members for services #Resist #ResistTrump #FuckTrump https://t.co/uVLLjGZprD	NOT	NONE	NONE
hasoc_en_818	#TrumpIsATraitor  as if we didn't already know. https://t.co/tji2yfIFJp	NOT	NONE	NONE
hasoc_en_819	@SocialPowerOne1 Why isn't that thing flying over the White House every day?  #trumpbabyblimp #fucktrump #fuckallthetrumps #fucktrumpsupporters	NOT	NONE	NONE
hasoc_en_820	the king of word salad. #fucktrump https://t.co/634hNHjgVC	NOT	NONE	NONE
hasoc_en_821	@ArunSFan @RahulGandhi Moron.. Wen u will talk about India.. And not restrict u r self to a party.. Think beyond party.. Think beyond congress.. Think for poor people. Think for.. Developing India.. U #@#@#.. #congressmuktbharat	HOF	PRFN	TIN
hasoc_en_822	If you curl 55lbs in a squat rack you might be a #douchebag	NOT	NONE	NONE
hasoc_en_823	Hmmmmmm. This seems ironic and hypocritical with that #RussianAsset we have in the WH.    #TrumpIsATraitor #CORRUPTION #TrumpForPrison https://t.co/jyirVVbf5B	NOT	NONE	NONE
hasoc_en_824	Driving down Sepulveda Boulevard this morning I had to stop and pull over and take a picture of this #fucktrump _revok_  here in #vannuys #losangeles #photography @ Van Nuys, California https://t.co/ESp1ZMRyte	NOT	NONE	NONE
hasoc_en_825	Hey, donald, Alf called and wants his hair back. #FuckTrump https://t.co/D7m0fCohd4	NOT	NONE	NONE
hasoc_en_826	@TexasHauteness @Danjon73 @RealMarkKennedy @realDonaldTrump Well, we DON'T! #RESIST #FUCKTRUMP	NOT	NONE	NONE
hasoc_en_827	Being a Moroccan med student means:  Your dad being FIRED.  Your professors being FIRED.  Your basic rights being TAKEN from you.  The government THREATENING you.  #DoctorsUnderOppression   #DoctorsFightBack   #SOS	NOT	NONE	NONE
hasoc_en_828	#ShameOnICC@I hope All team will win trophy not from performance but will win from rainy day.....rain is fourth umpire... https://t.co/EVf3tYfNX2	NOT	NONE	NONE
hasoc_en_829	While the ICC has shown it’s petty mindset the BCCI has shown that it is spineless. All Indians including Dhoni should sport the symbol, maybe as a tattoo for the next match #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_830	Lack of ethic? How about announcing to foreign adversaries his openness to interference? It's pretty much 'attack America because I am open to your agenda'. #BringBackHangingForTreason #TrumpIsATraitor #IndictTrump https://t.co/A2OTnaKbPR	NOT	NONE	NONE
hasoc_en_831	Imagine studying hard for 10 years after taking huge loans for paying off the fees and then going to a village to serve people just because your profession demands you to.    Respect doctors and their rights ! #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_832	after 2+ years, nothing the #gop does in support of trump is surprising ... disappointing, but not surprising. #fucktrump #NoGOP2020 https://t.co/hhJKu34ldS	NOT	NONE	NONE
hasoc_en_833	@realDonaldTrump @LindseyGrahamSC And yet, we still all know that’s not what he said #Lindseyhasthevapors #FUCKTRUMP #McCainiswaiting	NOT	NONE	NONE
hasoc_en_834	If England can do this  so why not india can do this   #ICC #Balidan #DhoniKeepsTheGlove https://t.co/Hfj3HklEfu	NOT	NONE	NONE
hasoc_en_835	@The_Trump_Train @realDonaldTrump Try again, #bot  #MAGA2020 #FUCKINGTRAITORS #TrumpSupportersAreFuckingMorons #TrumpIsATraitor #TrumpSupportersAreTraitors #TrumpsAnInternationalDisgrace #TrumpRussia #FuckTrump #LockThemAllUp #MAGAS are an embarrassment to this country. https://t.co/VJNw7FueQd	NOT	NONE	NONE
hasoc_en_836	@jainaastha01 @jainaastha01 True! Our #indiansystem, Our #indinanlaw, and our #government, all are interconnected to each other...and there is no fear of this #rapist and #murderer.....Don't know, where is the direction of #newindia?	NOT	NONE	NONE
hasoc_en_837	The BoJo no-show means he's a no-go, surely?    @BorisJohnson @GOVUK @Channel4News @LBC    #ToryLeadershipElection #ToryLeadershipContest #BorisJohnsonShouldNotBePM #BorisJohnson #borisdoesnotrepresentme #Boris4PM #RoryStewart #Rory4Leader #governance #Channel4News #Ch4Debate #NEWS	NOT	NONE	NONE
hasoc_en_838	@realDonaldTrump @senatemajldr @MarkWarner Happy John McCain Day! #truehero #JohnMcCainDay #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_839	Epic trolling 😂😂 This handle continue to give us best humor these days in such a gloomy and pathetic world cup where only rain is the winner . #ShameOnICC  @ICC @cricketworldcup https://t.co/SgTkYRY6lY	NOT	NONE	NONE
hasoc_en_840	https://t.co/HFxRsZXo6y Mr @myogiadityanath seems like law n order has been made a mockery off which is not only #despicable but #dangerous at d same time. If ne n evry #rapist was dealt a punishment 2 remember, they wudnt dare but hey, it ain't 'rarest of rare', ryt SC? #shame	NOT	NONE	NONE
hasoc_en_841	@realDonaldTrump She a LIAR JUST LIKE U. U GOING DOWN SHE LEAVING U BE 4 IT HAPPENS #DICKHEAD	HOF	OFFN	TIN
hasoc_en_842	@BillCosby You kidding me? You know how many fathers despise you? Fear you as an example of the very worst of man? #rapist #shuttheFuckUp	NOT	NONE	NONE
hasoc_en_843	@realDonaldTrump The Orange Menace @realDonaldTrump is siding with Russia against American institutions. #TrumpIsATraitor #PutinsPuppet @GOP @LindseyGrahamSC #GOPComplicitTraitors #TrumpIsAFraud #TrumpLies #ImpeachTheMFTraitor #ImpeachDonaldTrump	NOT	NONE	NONE
hasoc_en_844	#DhoniKeepsTheGlove Where is sports spirit  ??? Game is not great than love for country....	NOT	NONE	NONE
hasoc_en_845	Why is #fakeDonaldTrump still in a feud with the Mayor of London?  Seriously.  #idiotTrump is SUCH a petty, disgusting, failure of a human being that he seems to be incapable of letting ANYTHING go.  #dumbassTrump #ImpeachTrumpNow	HOF	OFFN	TIN
hasoc_en_846	Who was talking about 'audacity' again?  #DoctorsFightBack #DoctorsProtest #DoctorsStrike https://t.co/9cbvMApDWb	NOT	NONE	NONE
hasoc_en_847	Assault on doctors again in Murshidabad Medical College.  #Savethedoctors #DoctorsStrike #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_848	@sardanarohit Doctors come out on roads to protest against the brutality in West Bengal.  @MamataOfficial, your dictatorship is challenged by these young rebels with a cause.  #SaveBengal #DoctorsStrike #DoctorsFightBack  https://t.co/9moX7OBbAi	NOT	NONE	NONE
hasoc_en_849	This proves that @ImranKhanPTI is the biggest hacker of #TerroristNationPakistan https://t.co/315WkNP1iH	HOF	OFFN	TIN
hasoc_en_850	@realDonaldTrump HA! 73 looks too OLD!  #Trump #TrumpIsATraitor #JohnMcCainDayJune14th	NOT	NONE	NONE
hasoc_en_851	Tax breaks for the rich, eh Boris? I never would have guessed it! 🙄 #dickhead	NOT	NONE	NONE
hasoc_en_852	@MattHancock @BorisJohnson Hang on Matt. You’ve already downgraded a promise - with no indication how it will be paid for - TL a pledge. Will it soon be an aspiration. Whatever... it’ll never happen as it’s another Johnson nonsense #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_853	Boris Johnson’s no-deal Brexit plan ‘will trigger early election’  Top Tories say attempt to appease hardliners means coalition of support for his leadership bid will not survive the autumn https://t.co/kFINjBsguY  #BorisJohnsonShouldNotBePM   #PutItToThePeople #SummerOfResistance	NOT	NONE	NONE
hasoc_en_854	#DoctorsFightBack who is the Bengal government trying to protect ? It's obvious that kins of the patient affected must have hit the doctor. Why no arrest till now ? @sudhirchaudhary @sardanarohit @republic	NOT	NONE	NONE
hasoc_en_855	#DoctorsFightBack  Sir @SrBachchan Doctors of all over india demand justice for brutal assault of kolkata doctors.  Your response will help in raising our voice. 🙏	NOT	NONE	NONE
hasoc_en_856	@dianenodwell @realDonaldTrump He made it 'ok' to be a nazi. #FuckTrump. Hope he spends his next birthday (and all the ones after that) in prison.	NOT	NONE	NONE
hasoc_en_857	Keep tweeting this guys @ICC puppet of pakistan  #ShameOnICC	NOT	NONE	NONE
hasoc_en_858	Not enough harassing,  your still here. Your like a very unwelcome relative that wont leave. Everyone let's you know but you still stay. Please go.. I promise you'll be very alone once you do. #JohnMcCainDay #TrumpIsATraitor #Collusion https://t.co/ypExNZhjCp	NOT	NONE	NONE
hasoc_en_859	We work hard  try our hardest to save you. A great doctor never wants a bad result or a lost patient! We cry for patients too - Trust me! But, what to do? We are not God - He decides who will get cured, we are only the instrument!  #DoctorsFightBack #DidiVsDoctors #DoctorsProtest https://t.co/NJ3ZcDaxOw	NOT	NONE	NONE
hasoc_en_860	#DoctorsFightBack    Good job doctors     We are stay with u https://t.co/oKsISU4s5l	NOT	NONE	NONE
hasoc_en_861	Is this the same piece of paper McCarthy used to waive around as his list of 'Known Comunists' #FuckTrump @realDonaldTrump https://t.co/IbcYReJZxF	NOT	NONE	NONE
hasoc_en_862	#DhoniKeepsTheGlove urge all proud Indian viewers on ground to display posters of #BalidanBadge in Pak match @msdhoni ..Jai Hind..	NOT	NONE	NONE
hasoc_en_863	@realDonaldTrump @senatemajldr @MarkWarner Doesnt Mitch have his own issues? Conflicts of interest #secoftransportation Time for #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed #IndictTrump https://t.co/RciozPd0Zg	NOT	NONE	NONE
hasoc_en_864	@dipaksamanta Yes! #DhoniKeepsTheGlove On!	NOT	NONE	NONE
hasoc_en_865	I salute his love for the nation and soldiers!  We are proud you dhoni ❤ continue to wear your gloves till we lift the World cup  I stand by @msdhoni #DhoniKeepsTheGlove https://t.co/ctEFK39QWX	NOT	NONE	NONE
hasoc_en_866	#MeghanMcCain mystifies co-hosts by defending #IdiotTrump with a bizarre #Ebola rant: ‘It’s my No. 1 fear in life’ - https://t.co/vyPc9kAVvy	NOT	NONE	NONE
hasoc_en_867	@Mat0816 @RandyResist @LeahNTorres 'No child, just an embryo.' Wow. 😐😑 No baby, just a toddler. No toddler, just a preschooler. No preschooler, just a Kindergartener. No kindergartener just an older child. Not older child, a teenager. Do you hear how stupid your argument is? No acorn, no oak tree. #murderer ☹😞	NOT	NONE	NONE
hasoc_en_868	@IvankaTrump @realDonaldTrump That was the worst day of our lives. The coward has been ruining America ever since.  #TrumpIsTheEnemyOfThePeople   #TrumpIsAFraud   #TrumpIsATraitor   #TrumpIsAMoron   #TrumpIsANationalSecurityThreat   #TrumpIsACriminal   #TrumpIsNotAboveTheLaw	HOF	OFFN	TIN
hasoc_en_869	@GOP @realDonaldTrump Great, I've gotten several tickets to your show. I then wipped my ass with them and burnt them.  #fucktrump	HOF	PRFN	TIN
hasoc_en_870	Well honestly who does Tim Martin think he is?  BoJo's advisor!!  #BorisJohnsonShouldNotBePM  https://t.co/lEuc9K4cq4	NOT	NONE	NONE
hasoc_en_871	Nuf said. #fucktrump #NotMyPresident #LiarInChief https://t.co/d0IaQdDWGI	NOT	NONE	NONE
hasoc_en_872	This is all a lie folks! That’s why Kushner was in Saudi Arabia so much. Saudi Arabia help stage the boat taking a bomb off that oil tanker. Iran has nothing to do with all of this! #BoltonIsBehindIt #NoMoreWars #ImpeachDonaldTrumpNOW #TrumpIsATraitor https://t.co/MqbQhLvZD6	NOT	NONE	NONE
hasoc_en_873	That was the best #JohnMCainDay day.  Ever.      #FuckTrump   #FuckTheGOP   #FuckTrumpSupporters	NOT	NONE	NONE
hasoc_en_874	I demand #justice for twinkle sharma  #Shame on this constitution😶  #rapist ko phasi do	NOT	NONE	NONE
hasoc_en_875	SAY NO #Beijing2022 #Olympics  #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina  #Tibet #FreeTibet #SaveTibet #Uyghur #FreeUyghur #SaveUyghur  #EastTurkistan #FreedomForEastTurkistan #FreeMongolia #FreeSouthMongolia #ウイグル  https://t.co/Ii4z15Ig5R	NOT	NONE	NONE
hasoc_en_876	Worst cricket World Cup experience #ShameOnICC	NOT	NONE	NONE
hasoc_en_877	@The_OJSimpson32 Did you find Nicole’s killer yet? And Ron’s? #murderer	NOT	NONE	NONE
hasoc_en_878	@BCCI It's raining tomorrow #CWC19 another washout... Sad.  #ShameOnICC https://t.co/heXMj3HBOV	NOT	NONE	NONE
hasoc_en_879	@BCCI should act on this! Being the world's dominating cricket board, at least they should appeal to @ICC.    When we requested, not to play against @TheRealPCB to support our jawans, @BCCI's response was cold. Now, is the time to stand with our jawans @BCCI    #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_880	Doctors in huge numbers protesting against CM @MamataOfficial in Kolkata   @MamataOfficial  govt had threatened doctors as a result nationwide protest began     #DidiVsDoctors #WestBengal #DoctorsFightBack #SaturdayMotivation #electionfacts #DoctorsProtest https://t.co/DONuZpKPxK	NOT	NONE	NONE
hasoc_en_881	@tweetmommybop @ParkerMolloy Pete whatever is trump’s kind of guy #TrumpIsACheater #TrumpMustResign #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_882	@Ronniesoak @JMarkDodds @TufferB @JamesMelville I hope you blocked him ☝🏻 #Dickhead	NOT	NONE	NONE
hasoc_en_883	@indian_gokul @narendramodi This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp	NOT	NONE	NONE
hasoc_en_884	#truth #TrumpIsATraitor  can’t wait to #seehiminhandcuffs https://t.co/fNAQit190G	NOT	NONE	NONE
hasoc_en_885	We also need to address glaring gaps in our public health care system by overseeing staffing,funding,over working by doctors to iron out issues.    #DoctorsProtest #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_886	@realDonaldTrump Unlike your 'Absolute, Real and Physical act of treason..!' #TrumpTreason #TrumpRussia #TrumpIsATraitor #TrumpTraitor https://t.co/8gj8g5j2Ia	NOT	NONE	NONE
hasoc_en_887	@ErinBurnett @gtconway3d #trumpisatraitor he said himself he would listen to foreign countries for information on opponents. #whattrueAmericandoesthat	NOT	NONE	NONE
